product,title,rating,content
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Paper face masks,5.0,These are just like every other masks. Price was good though
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",May as well wear nothing at all,1.0,"Product says it’s 3 layers and I have a hard time believing that when I can see through it.  Could easily feel my breath while wearing it, def does not offer any protection, stay away."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Missing metal nose piece,3.0,"In a package of approximately 100 masks, at least 20% did not have a metal nose piece….they were just plain masks which did not mold to your face."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good But…,1.0,The ear straps came off easily and half of the masks were useless…Spend the extra money and buy quality masks.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",face mask,5.0,these face mask are amazing i bought 3 pairs and they fit as expected even my younger siblings are able to wear them with minimal adjustments!!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Straps are super cheap,3.0,The straps snap with the slightest pull
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Most mask don’t even have 2 elastic straps,1.0,At least a third of the masks we’ve tried to use so far have either snapped quickly or don’t even have both elastic straps. Will not buy these again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nose piece doesn’t stay in mask,2.0,The nose piece is not sealed into the mask so they fall out of every one. Mask still stays on but this was disappointing.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Some missing wire nose piece,4.0,"Overall great, comfortable masks, but starting finding some missing the wire nose piece. I’d still buy them again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Smells like strong paint. Unwearable.,1.0,Unbearable. Smells.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The worst,1.0,"These break the instant you barely touch them no matter how gentle you are with them. And now I have literally a million unusable masks, worst purchase I've ever made possibly in my life."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Don’t waste your money.,1.0,"These are incredibly flimsy and the nose wire isn’t secured into the mask so they come out as soon as you put it on. This happened to each and every mask.  Seriously, don’t waste your money."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Can't beat the price,4.0,Would give this product 5 stars if it weren't for a weird smell. But overall for the price can't be beat. Will definitely be purchasing again
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not the same as before,2.0,"The first time I ordered these back in the fall, they were thicker and more durable. Idk what happened but now the masks are extremely flimsy and the straps break off so easily."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Disappointed,2.0,Not 3 ply.  Can see daylight through the mask.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Mask,2.0,Mask feels too thin.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The string breaks off very easily!,3.0,The string (that holds the mask on) tears off very easily.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great masks,5.0,Light weight and comfortable
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great for running errands when I don't want to wear my reusables.,5.0,Perfect for running errands
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nice fit,5.0,Have a nice fit. Comfortable to wear
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good value,5.0,Does the job and fits well
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Small fit and the straps break,1.0,Small fit and the straps breaks.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Perfectas,5.0,"Me gusto que llego súper rápido el envío, estaba bien cerrado y muy buen precio. En ninguna parte las encontré tan baratas."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","These masks are super comfortable, and you can actually breathe when wearing them.",5.0,"Work, requires me to wear a mask."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Lesser quality than previous purchase,1.0,Mask was much thinner than previously purchased ones and also has holes near the strap attachment area.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The nose wire isn’t very flexible. They run a bit small.,2.0,Not the same material as most disposable masks. The nose wire isn’t flexible and actually doesn’t really feel like wire. They also run small compared to other disposable masks as well.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cheap,1.0,Bad buy these mask are horrible. The band for the nose looks like a twister from a loaf of bread. And it come out of the mask within minutes of wearing the mask
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great fit,5.0,Fits a lot better than the regular blue masks that are a little big on my face.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",great product,5.0,great product mask fit perfectly
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",It is great. I love it,5.0,This product is great it fits nicely and is super light
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Quantity,5.0,"I use mask everyday because of work but constantly misplace or lose my old one. This pack is quality and quantity, I never run out of mask now"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nose piece off center.,4.0,"The quality of the product isn’t the same as the first time I purchased, all of the nose pieces are off center and if you try to adjust them by sliding it all they do is poke through the fabric."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great quality at a reasonable price,5.0,Great quality for a reasonable price!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Masks that Fit,5.0,They were a gift for elderly family members. They loved them. They fit great!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable,5.0,"Mask is comfortable to wear, glad I ordered a 100 pack even if not using for COVID  mandate I’ll use for projects around the house."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Terrible quality,1.0,These are very thin and break almost immediately. The nose wire comes out and they are overly stretchy. Will not buy again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good value,5.0,Masks came on time and are a good lightweight disposable mask
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Poor quality,1.0,The first package I order was cheaper and quality was great. This round more expensive and poor quality I should’ve sent them back immediately.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Straps are bad,3.0,The ear straps break easily.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Toxic Mask?,1.0,Toxic smell from materials. Threw them out due to those concerns.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good value for the money,3.0,I didn't like that these masks fog up my glasses more than other kinds
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cheap quality masks,1.0,The masks are cheaply made and low quality. The ear loops broke as soon as I took it out of the package.  They don’t have high quality three ply protection and the layer that touches your face is irritating to the skin.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Will buy again,5.0,I love the quality of these masks and they are worth the price. They are comfortable and do not cause breakouts.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Best masks! Go with everything, and you don’t look like your a surgeon on Grey’s Anatomy!",5.0,
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very thin masks,2.0,Don’t feel protected wearing these masks. They are very thin and the nose wire pierced through the paper-thin fabric. Looked like a twist tie. Want to return
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Happy,5.0,No complaints
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Elastic for earloops uneven,1.0,Every mask from this order was like this. It causes the mask to be pulled to one side of your face. I won’t order from this company again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",protection,4.0,Stayed on well especially during workouts.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Ear loops break with minimal handling,1.0,Ear loops are not strong enough. They break very easily. We tried a few masks and had the same issue on each of them and decided to return
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Black mask,5.0,Second time purchasing.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Bad mask,1.0,Elastic is too loose and the metal strip for your nose does not bent correctly onto your nose. Leaves a gap. Had to throw away all 100 count.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",my mask came with an unbearable smell to use it,1.0,my mask came with an unbearable smell to use it
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable to wear,5.0,I like this product it does good for a face covering I would recommend it
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not the same quality as before.,1.0,The first time I purchased these mask they were great. They had at least two layers and held up really well. This last purchase is horrible. They are super thin and poor quality.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good face mask,5.0,"The delivery is fast.The package come as described.The materials is good, the ear loops is pretty sturdy. I like it"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",It’s was priced reasonable,5.0,It was light
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Junk,1.0,These are trash. Every 2nd or 3rd mask breaks. I've thrown out more than I've used. I ordered a similar product before. Will go back to that. These are junk
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comodidad,5.0,"Cubren muchísimo, y son de muy buen material!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Reasonable,5.0,Reasonable
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Black masks.,5.0,Comfortable and easy to breath
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great Value,5.0,My daughters like the plain black masks and these were very affordable and you get a ton! Very breathable and light. Will order again after these are gone.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",It's a little small for my face.,4.0,It's worth the money though
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",You get what you pay for.,2.0,issues with ear straps detaching and wire coming out from the nose/bridge part on multiple masks.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Package was open,1.0,"My package arrived open it wasn’t sealed. I’m very disappointed. The box was fine but the package the masks came in was open, never sealed. Very upset about this"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Strong Smell,2.0,The product arrived quickly but it has a strong chemical smell to it..
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Stinks and odor doesn't go away even if you ventilate the masks,1.0,Uncomfortable fit and can't breathe well with it. Which makes it worse is the chemical odor that stinks when you were this
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Perfect fit nice quality,5.0,Exactly what I was expecting!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Don't loved,3.0,"Too soft, does not fit in the nose."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good buy,5.0,Good buy for the money
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",good for everyday use,5.0,may cause bumps on face so allow to air out for a few days before using if you have sensitive skin
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Excelente,5.0,Son buenas y buen precio
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good product,5.0,🤌
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Poor quality. Elastic breaks frequently,1.0,Liked the weight and fabric but poor quality. The nose piece did not hold its form and the ear loops broke frequently requiring a new mask.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great value,5.0,Great value for the quantity you get. I like these over the blue ones because they feel a little thicker and don't feel itchy
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very goo,5.0,Really nice
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nice color,5.0,Nice change from the white mask
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Sucks,1.0,Don't waste your money
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Love these mask! Was so glad I bought them in bulk,5.0,I like the quality of the mask and how breathable they are.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Strings break easily,4.0,Love the look & feel of these. 4 stars because the strings break easily.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Do not buy these unless you want your face to be cut and bleed,1.0,These masks are cheap. As soon as you bend the wire to mold to your face / nose the metal wire cuts through the fabric. TheseMasks cut my face and made me bleed.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The strings of the mask broke very easily,1.0,It was faded and it didn’t stay on my face
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",More product for your money,4.0,"It’s a little stiff at first and a little uncomfortable, but once you have it on for awhile you can’t really tell you have a mask on.  Plus I have a whole stock for awhile so it’s definitely worth the money I spent."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Serves its  purpose,5.0,Serves its purpose
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Mascarillas desechables,4.0,Lo único que no me pareció bien es que las 50 mascarillas llegaran en un solo paquete y algunas estaban arrugadas.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Best face mask ever!,5.0,They are very comfortable!!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Do Not BUY!!!!,1.0,Will never purchase again!!! Mask pops instantly! I wasted over 12 Mask trying to put on my face 😒.  NEEDS  Stronger adhesive for the strings to stay in place without popping
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Save your money!!!!,1.0,Save your money! Strap breaks before you cab even loop around your ear. Went through 12 in 10 minutes!!Only gave 1 star because I had to in order to do a review!!!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great basic face mask.,5.0,"Comfortable, I like wearing these for work since they are black and match anything I am wearing."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cosas que necesito y de buena calidad,5.0,"Gracias Amazon por siempre cumplir con las espectativas del producto. Me encanta porque es muy ligero ,práctico de usar y es cómodo me gusta."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Crap masks,1.0,All masks would bust as soon as it was taken out of package. Would’ve sent back but it wasn’t worth the $6.99
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great for work.,5.0,Past comments complain about the smell. The package does smell. Once removed it dissipates. Wear them for 10+ hours. Love them.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",el tamaño correcto,5.0,muy bien
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very thin,3.0,These masks were very thin
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Black mask,5.0,Love the color and texture.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",On time and still necessary in many places since we are avid travelers.,5.0,Perfect
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very thin masks! Didn’t liked them,1.0,"These masks are light weight and stretchy, but they are very thin. I don’t really trust to wear one by its own so I’m wearing two on top of each other…"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",They are great but smell horrible,1.0,"Definitely will no be buying them again, they have a horrible smell,"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Metal wire not centered for pinching on nose,3.0,Metal wire not centered otherwise ok
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Arrived in an open/unsealed bag,1.0,"The masks came in an opened bag. I didn’t feel safe wearing them, so I returned them."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good masks at a good price,5.0,Good masks at a good price. Fast shipping.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Pretty Good,4.0,I have to wear a face mask everyday for work and needed a bunch. They work really well for me. I was afraid they would be too small or big but they are perfect size!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Great price, terrible smell.",1.0,"These masks smell awful, I couldn't keep one on for even one second. Returning and hope to find some that don't smell."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great value,5.0,Feels like good quality
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Works as expected,5.0,Works as I expected it to
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Just perfect 😊,5.0,Just as described!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Awesome product,5.0,A very comfortable mask
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Just okay,4.0,These masks are not as pliable and soft as others that look the same.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",one layer of protection for show only,1.0,want to look like you care wear this
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfort,5.0,Item was of exalted quality! Quality of the wrapping was noble. Swift to send. A+
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I I don’t like the material that you guys made this mask,1.0,"The media could not be loaded.
                




   The material"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good value for the money,5.0,Good value for the money
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good quality,5.0,Good quality
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Bad snell,1.0,"The masks have an very unpleasant, chemical smell. Can’t use it!!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great disposable masks,5.0,Great masks great price.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good Product,5.0,"The nose bridge doesn’t bend top fit as it necessarily should but it’s something you can work around. Outside of that, pretty good bang for your buck."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Too big and flimsy,1.0,I might as well not had on a mask.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not satisfied,2.0,More than half of the masks are missing the bendable wire in the nose area so you're unable to have a snug fit rendering them useless.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Fits great.,5.0,Fits great
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",quality has been inconsistent.,2.0,way thinner than my last order. probably won’t be reordering.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Waste of money,1.0,"I've reordered several other times with no complaints, but this time around the mask were trash. They were so thin you could see through them if held up to the light."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not stretchy enough,2.0,"Used to be my favorite mask , this last pack that i bought, the ear parts are extremely tight and they hurt my ears! They do not stretch like before"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",CHEAP!! Poorly made!!,1.0,"Bought these masks for our trip to Miami!! Nose wire came out before our flight landed!! Cheap, thin, and not made well at all!!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Strings break very easily,2.0,When I pull the masks out of the packaging the strings always rip right off.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Completely satisfied,5.0,Fits great
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cheap and poor quality,1.0,"These face masks are light, thin, smell awful, and the elastic ear loops break off easily. I would not recommend these."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",double up - this failed the lighter test,2.0,double up when wearing. it failed the lighter test. i was able to blow the flame out on the lighter with this mask on.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not bad for the money,2.0,I have bought some like these before and the first ones were more durable these the straps bust very easy
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good Price,5.0,Highly recommended
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Love theses mask,5.0,"The fit is nice, they don’t hurt my ear, thin enough for breathing but thick enough for protection"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Don't bother,1.0,Not good quality! Very thin. Waste of money
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Too thin 1 ply,3.0,Very thin. Not 3 ply unless you count where it is folded. Cheaper then the free 2ply black mask I got at my hairdresser.  Returning.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",HORRIBLE!!,1.0,These are very cheaply made. The adjustable nose piece is the tie you’d find on a bag of bread. Currently waiting for my refund…going on a month of waiting.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",They don’t shape to your nose,1.0,I have bought similar black masks before but the nose piece on these are plastic and won’t shape to your nose therefore leaving huge gaps. Don’t buy this brand.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Protection,5.0,"I am fully vaccinated, but this is just for my protection, they work great, and great for the price"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Defective,1.0,"The nose wires are sewn off to one side and are not centered, so the wire does not sit above your nose. They also snap easily. I do not recommend this product."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great value,5.0,"Very good masks, comfortable and light weight, I often forget I have it on. Looks nicer than regular blue ones. Great price for the quality and quantity."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Too expensive,3.0,Little bit expensive
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good pricing but mask had a smell,1.0,Mask had a smell had to throw away all mask because of the scent
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great disposable mask,5.0,They work fine. Had a strong order upon taking them out the bag from being closed in. But we just let them sit out for a min and they were fine to use after
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great Price,5.0,Very comfortable and great price
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not worth it,3.0,Elastic breaks easily. Not well fitting. Feel cheap.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Funky smell,1.0,Masks have funky smell plus strings of most of them were not attached to the mask. Not recommended.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Mascarilla para adulto,5.0,Muy buena calidad comodidad y precio. El envío llegó rápido 👍🏻
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Straps snap almost immediately with very little tension,1.0,Do not purchase these. I have probably wasted more than 50% of them by simply having the straps break when putting over my ears. Incredibly low quality.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Face Masks,3.0,On most the string separates from masks as soon as I attempt to put them around my ear.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Perfect mask,5.0,Love the comfort and protection this makes gives to the wearer.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The fit well,5.0,"Fit well, are god and a reasonable quantity for the price. I give them a 4 in durability because they are disposable after you use them."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Runs small,1.0,This particular face mask does not cover chin all the way down...runs small
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nice,5.0,😊
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good purchase!,4.0,"A little thinner than I expected, but it will get the job done👍🏼😁"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great Value,5.0,Great Value
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Only good for one wear.,1.0,Make sure you carry a couple with you. The elastic/strings have broken off in public plenty of times. Cheaply made and does have a weird smell.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Smells like plastic, do not buy",1.0,Smells awful. Very cheap. Do not buy.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","A lightweight, comfortable great value mask!",5.0,"My family has purchased 300 of these masks.  They are lightweight, very comfortable and a great fit.  They are a great value and I’ve recommended them to my friends."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good value for your money.,4.0,"As far as disposable protection goes they are a great value for your money. The mask is light weight. There isn’t a huge tug on the ears so it’s comfortable to wear, yet it provides a very good fit."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Get these reliable masks,5.0,These masks are worth the cost
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great masks!,5.0,Family loved it!!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",These are easy to breath in.,5.0,Great product and very good price. Used to wear cloth masks. After I had covid the cloth ones made it hard to breath. These mask are easy to breath in.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Horrible,4.0,Don’t buy!  Although comfortable. Every 5th one was missing one ear loop!  Waist of money from this vendor.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable,5.0,"Liked these mask, they don't get lose and easy on the ears. Also easy to breath in, others feel like they take or oxygen away."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very disappointed,1.0,I reordered the same ones I did last time well I didn’t receive the same ones these are very thin and cheap like
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Scratchy and tight,1.0,These black masks have shorter black strings and are very scratchy and uncomfortable.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Does the job,5.0,I like not being selfish and spreading viruses to people who could potentially experience adverse long term effects or die :). Wear a mask
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Manufacturing error,1.0,More than half the masks came without the ear strap on one side. Useless obviously.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Hairy,1.0,Feels like a furry cat with asthma.  Horrible!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I really like these black face masks,5.0,I like the black fabric...Mask fits comfortably
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not too happy with the purchase,3.0,When trying to stretch it the strings just snap
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Does the job,5.0,It’s the job done. Easy to use and not irritating. Comfortable to wear
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Awesome,5.0,These are great
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Our favorite masks,5.0,We love these masks. They are light weight and comfortable.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The straps keep braking off the mask. I won't buy these again.,1.0,I didn't like that they brake so easy.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",More then half the pack broke!,1.0,Some strings came broken. As soon as I would pull them out the pack the strings would break. So cheap quality.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Waste of money,1.0,"If I could leave zero stars, I would. Some don’t even have ear loops, and the ones that do, break immediately."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Es cómoda y segura,5.0,Protección del civic 19
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Will purchase again,5.0,Pleased with the product
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great product,4.0,Great all around product
